,CustomerID,churn_prob
833,0098-BOWSO,0.39224090964550085
1847,1134-YWTYF,0.39224090964550085
4256,1818-ESQMW,0.39224090964550085
5141,2523-EWWZL,0.39224090964550085
889,7126-RBHSD,0.39159324248457184
4268,1169-WCVAK,0.39082264852100507
2986,2675-DHUTR,0.3901942717211063
173,4811-JBUVU,0.3897046596042253
751,7426-RHZGU,0.3892304003887392
4446,2959-FENLU,0.3892304003887392
3354,1385-TQOZW,0.3892304003887392
3243,5778-BVOFB,0.3892304003887392
3169,2186-QZEYA,0.38830482763664226
2736,2103-ZRXFN,0.388053747734592
2443,5144-TVGLP,0.3879574558735265
4292,4976-LNFVV,0.38671632548945906
31,3714-NTNFO,0.38577987328273594
3331,3956-MGXOG,0.3853073748891522
5005,5626-MGTUK,0.3838983480753883
178,1984-GPTEH,0.38355244654151405
578,5175-WLYXL,0.38336995735754187
710,8584-KMVXD,0.3830809747772701
1916,5780-INQIK,0.3830809747772701
3063,2465-BLLEU,0.3828985705797907
520,2480-JZOSN,0.3828985705797907
4320,9214-EKVXR,0.3828985705797907
1379,3566-HJGPK,0.3828985705797907
4976,2369-FEVNO,0.3828985705797907
2262,5133-POWUA,0.3828985705797907
2641,4634-JLRJT,0.3828985705797907
2499,9617-INGJY,0.3828985705797907
2003,5996-DAOQL,0.3828985705797907
3430,5032-MIYKT,0.3828985705797907
2019,3518-PZXZQ,0.3828985705797907
982,7537-RBWEA,0.3828985705797907
660,4661-NJEUX,0.3828985705797907
4664,2081-KJSQF,0.3828985705797907
2594,8710-YGLWG,0.3828985705797907
2549,8950-MTZNV,0.3828985705797907
3533,1622-HSHSF,0.3828985705797907
4041,2275-RBYQS,0.3828985705797907
2312,2468-SJFLM,0.3828985705797907
948,6260-ONULR,0.3828985705797907
3712,7298-IZWLY,0.3828985705797907
4345,0082-LDZUE,0.3828985705797907
516,8262-COGGB,0.3828985705797907
2087,1845-ZLLIG,0.3828985705797907
2553,8566-YPRGL,0.3828985705797907
3012,0670-KDOMA,0.3828985705797907
2199,5906-BFOZT,0.3828985705797907
4415,4367-NHWMM,0.3828985705797907
3842,4282-ACRXS,0.3828027577187603
3601,7869-ZYDST,0.38278772032207137
2830,8439-LTUGF,0.3823166055836283
976,0114-RSRRW,0.3823166055836283
1155,1436-ZMJAN,0.3823166055836283
5095,0463-ZSDNT,0.3823166055836283
490,5183-SNMJQ,0.3823166055836283
3972,6143-JQKEA,0.3823166055836283
1065,8445-DNBAE,0.3816501785454701
2632,6741-EGCBI,0.3813972070789119
4239,1421-HCERK,0.3813972070789119
4494,8654-DHAOW,0.38114781059785086
638,8713-IGZSO,0.38114781059785086
2333,9281-OFDMF,0.3810521653131885
4266,7048-GXDAY,0.37999562828634764
1937,7799-DSEWS,0.3795258368782658
4322,2122-YWVYA,0.3795258368782658
2619,6212-ATMLK,0.37888934768164956
3294,0082-OQIQY,0.3784200891980743
2911,6704-UTUKK,0.3784200891980743
1610,3689-MOZGR,0.3784200891980743
939,9681-KYGYB,0.3775043342569461
1274,1958-RNRKS,0.3766773072362287
4002,4998-IKFSE,0.3766773072362287
2106,2277-DJJDL,0.3764009033605063
3912,5647-FXOTP,0.3764009033605063
4040,8990-ZXLSU,0.37620912898035386
2654,9026-LHEVG,0.37620912898035386
2358,0570-BFQHT,0.37620912898035386
5114,3914-FDRHP,0.37620912898035386
599,5173-WXOQV,0.3760280024275858
1956,4986-MXSFP,0.3760280024275858
3468,5365-LLFYV,0.3760280024275858
928,9992-UJOEL,0.3760280024275858
2376,3594-IVHJZ,0.3760280024275858
4610,3278-FSIXX,0.3760280024275858
527,6942-LBFDP,0.3760280024275858
5164,0871-OPBXW,0.3760280024275858
436,2640-LYMOV,0.3760280024275858
539,9944-AEXBM,0.37591792955575815
822,3312-UUMZW,0.37591792955575815
4456,0356-ERHVT,0.37545012663148764
4382,6859-RKMZJ,0.37545012663148764
582,7706-DZNKK,0.37545012663148764
1355,3402-XRIUO,0.37511454279434714
972,9277-JOOMO,0.3742896033088675
506,5760-IFJOZ,0.3742896033088675
2822,9169-BSVIN,0.3737127990043424
555,1307-TVUFB,0.3734372672065998
2988,7446-YPODE,0.3723353647234741
307,5973-EJGDP,0.3720473471782472
23,3413-BMNZE,0.3707725930497414
3771,5371-VYLSX,0.370672418299382
196,5046-NUHWD,0.3702072708096733
4361,1840-BIUOG,0.36990975855944347
4474,8757-TFHHJ,0.36972753239714873
4063,0623-GDISB,0.36972753239714873
2681,2203-GHNWN,0.3696715862138134
1004,4238-HFHSN,0.36957710093749446
1788,4307-KWMXE,0.36938674384350517
3045,4439-YRNVD,0.36938674384350517
2051,4860-YZGZM,0.36938674384350517
2703,3604-WLABM,0.36938674384350517
210,8229-MYEJZ,0.36938674384350517
777,4026-SKKHW,0.3692069578344104
3117,4029-HPFVY,0.3692069578344104
5104,9039-ZVJDC,0.3692069578344104
4175,4983-CCWMC,0.3692069578344104
1120,6184-DYUOB,0.3692069578344104
498,2800-VEQXM,0.3692069578344104
1575,1763-WQFUK,0.3692069578344104
4603,5066-GFJMM,0.3692069578344104
438,2393-DIVAI,0.3692069578344104
1726,2637-FKFSY,0.3692069578344104
4318,7526-IVLYU,0.3692069578344104
5063,7952-OBOYL,0.3692069578344104
1062,7055-HNEOJ,0.3692069578344104
1674,0093-EXYQL,0.3691125217718473
3384,2105-PHWON,0.36909770055267177
656,9342-VNIMQ,0.36909770055267177
2475,4536-PLEQY,0.3686333716365963
1775,7176-WIONM,0.3686333716365963
831,8791-GFXLZ,0.3686333716365963
2128,2187-PKZAY,0.3686333716365963
3564,1600-DILPE,0.3686333716365963
3372,8746-OQQRW,0.3674815211431396
449,5172-MIGPM,0.3674815211431396
1633,1302-UHBDD,0.36692384077496315
2761,9822-WMWVG,0.36634619516647493
4973,1754-GKYPY,0.3661725749677321
146,2604-IJPDU,0.3658833202678689
4783,4062-HBMOS,0.365256241981816
2334,2603-HVKCG,0.3647939514071767
1071,5899-OUVKV,0.3647939514071767
59,0191-ZHSKZ,0.3634303142158151
612,3196-NVXLZ,0.36289878527982894
417,2501-XWWTZ,0.36261615936084324
2283,0315-LVCRK,0.36261615936084324
4992,1596-OQSPS,0.36261615936084324
1576,1391-UBDAR,0.36261615936084324
2816,6402-EJMWF,0.36243777473434813
2708,6257-RJOHI,0.36243777473434813
4483,0690-SRQID,0.36243777473434813
4353,5144-PQCDZ,0.36243777473434813
2000,6128-AQBMT,0.3623440755218025
3801,5439-WIKXB,0.3623440755218025
4564,3058-WQDRE,0.36186867194536576
3217,2675-OTVVJ,0.36171639331737554
3337,9518-XXBXE,0.3612560331168614
295,0177-PXBAT,0.3609697102527435
2776,1814-DKOLC,0.36072588214760737
1772,6486-LHTMA,0.3606900465771561
4555,8495-PRWFH,0.3606323751672854
4673,2347-WKKAE,0.3595995617558419
3696,1261-FWTTE,0.359427325292391
3669,7852-LECYP,0.3588018526616198
3004,0916-QOFDP,0.3587776221476697
1454,3723-BFBGR,0.3577216738246604
2872,9278-VZKCD,0.35716495538892445
2994,0374-AACSZ,0.35697737129395735
1356,8286-AFUYI,0.35697737129395735
4159,7312-XSBAT,0.35697737129395735
3620,0114-PEGZZ,0.3563569789007583
509,4957-TREIR,0.35623501104868394
2733,4993-JCRGJ,0.35617995273789055
5158,1035-IPQPU,0.3560869677639799
169,6469-MRVET,0.3559569723050705
3789,0303-WMMRN,0.35572271184774434
647,2732-ISEZX,0.35572271184774434
3775,6034-YMTOB,0.35572271184774434
1683,2135-DQWAQ,0.35572271184774434
4858,9696-RMYBA,0.35572271184774434
328,5886-VLQVU,0.3556151953053881
237,6745-JEFZB,0.3556151953053881
152,8544-GOQSH,0.3551582794743325
3288,1608-GMEWB,0.3531926869337427
2055,4760-THGOT,0.35290797663163426
3719,9927-DSWDF,0.35245263665427434
1987,5445-GLVOT,0.35245263665427434
232,7277-OZCGZ,0.35245263665427434
2325,9099-FTUHS,0.3507619596081206
570,0139-IVFJG,0.35030788956754527
323,2181-UAESM,0.35030788956754527
3656,7379-FNIUJ,0.35030788956754527
3571,0584-BJQGZ,0.35002548889834517
3594,0899-LIIBW,0.3496927846436466
133,1744-JHKYS,0.3496927846436466
1517,5153-RTHKF,0.3496927846436466
5018,7009-LGECI,0.34957185890532794
1103,1728-CXQBE,0.34942508167872655
770,4581-LNWUM,0.34923935415311946
4910,1442-BQPVU,0.34923935415311946
3153,5955-EPOAZ,0.34906394623462017
4276,8132-YPVBX,0.34906394623462017
4476,5119-KEPFY,0.348957352215612
3992,6833-JMZYP,0.34850436428450593
3332,9274-UARKJ,0.34850436428450593
887,8944-AILEF,0.34850436428450593
4669,7718-RXDGG,0.34850436428450593
4907,6258-NGCNG,0.3473808041762921
1677,9168-INPSZ,0.3472888772124664
2712,2587-EKXTS,0.3462735817477109
4707,2101-RANCD,0.3452108134808243
2661,8148-BPLZQ,0.3447601135564531
2419,2874-YXVVA,0.3447601135564531
611,4785-NKHCX,0.3439776415904286
3200,9708-HPXWZ,0.3439776415904286
4703,3466-RITXD,0.3434165242871707
2525,8663-UPDGF,0.3434165242871707
4864,8404-FYDIB,0.3434165242871707
525,9450-TRJUU,0.3430867860608508
1039,5302-BDJNT,0.3430867860608508
4692,2378-VTKDH,0.3428214742711127
1205,2988-PLAHS,0.34269374424443755
884,8967-SZQAS,0.3426374081245247
2316,7901-HXJVA,0.3426374081245247
3367,1386-ZIKUV,0.34246357109723924
2030,8295-FHIVV,0.34246357109723924
1281,8887-IPQNC,0.34246357109723924
3191,0958-YHXGP,0.34246357109723924
971,9788-YTFGE,0.34246357109723924
3257,0848-ZGQIJ,0.3419090124050746
4279,0787-LHDYT,0.3419090124050746
2304,6692-YQHXC,0.3419090124050746
452,5839-SUYVZ,0.3419090124050746
4491,7356-AYNJP,0.34102522622739684
4269,7129-CAKJW,0.3402423373868436
834,3452-ABWRL,0.339978086835705
1227,9659-QEQSY,0.3396984343487736
1713,0869-PAPRP,0.3395306761581459
788,7030-NJVDP,0.3392512025300736
3574,9058-MJLZC,0.3392512025300736
4812,9828-QHFBK,0.3392512025300736
2638,8980-WQFWL,0.33819883693242303
1067,6806-YDEUL,0.3374235879388537
4516,3258-SANFR,0.3374235879388537
2217,6620-JDYNW,0.3374182463123119
3785,8016-NCFVO,0.33732759302903825
715,8388-FYNPZ,0.3371449633550009
2081,1575-KRZZE,0.3371449633550009
4048,2676-OXPPQ,0.3364222681966805
3020,9780-FKVVF,0.3364222681966805
1654,1013-QCWAM,0.33627815765783475
4190,6719-OXYBR,0.3360958079859364
2062,9163-GHAYE,0.3360958079859364
2239,1614-JBEBI,0.3359235938337022
2915,7421-ZLUPA,0.3359235938337022
2794,4280-DLSHD,0.3359235938337022
760,7460-ITWWP,0.3358331385797432
5146,6075-SLNIL,0.335818942348186
1400,8563-OYMQY,0.33537422390824373
1796,1049-FYSYG,0.33537422390824373
4085,6646-JPPHA,0.3347829076758103
2578,0003-MKNFE,0.3342712754367233
2933,7130-CTCUS,0.33406272400888287
846,2446-ZKVAF,0.3337232497565486
2510,5950-AAAGJ,0.3337232497565486
1762,2573-GYRUU,0.3334615032490104
9,5129-JLPIS,0.3327415276374212
1499,7361-YPXFS,0.3313731823968741
3475,4007-NHVHI,0.33083634778862503
3709,1848-LBZHY,0.329939770318207
903,3055-MJDSB,0.3294459343432432
355,1304-BCCFO,0.3294459343432432
2707,4633-MKHYU,0.3294459343432432
3860,3589-PPVKW,0.3294459343432432
3722,8149-AIQCG,0.32934230005437143
3660,6954-OOYZZ,0.32890191123577756
270,3583-KRKMD,0.32890191123577756
2891,4647-MUZON,0.32890191123577756
3780,4128-ETESU,0.32772040113486933
4994,9546-KDTRB,0.32726710986759777
1212,9469-WEJBT,0.3252631193160223
4941,4989-LIXVT,0.32338000675865486
3375,7766-CLTIC,0.323032423582732
4213,4936-YPJNK,0.323032423582732
2265,1784-BXEFA,0.323032423582732
2114,9512-PHSMG,0.323032423582732
3009,3847-BAERP,0.323032423582732
192,3675-YDUPJ,0.323032423582732
3891,5424-RLQLC,0.323032423582732
5150,1685-BQULA,0.32292983519680907
1540,2190-BCXEC,0.32292983519680907
4455,4003-FUSHP,0.32249389777665183
2573,2828-SLQPF,0.32249389777665183
5167,8456-QDAVC,0.32249389777665183
2901,1559-DTODC,0.32249389777665183
2455,2195-VVRJF,0.32120842406125477
3952,4724-WXVWF,0.32034774198599164
1037,2692-BUCFV,0.3201849061429155
2727,7346-MEDWM,0.3193256764218207
148,6168-YBYNP,0.3193256764218207
1474,7020-OZKXZ,0.3181400452461497
1804,0567-GGCAC,0.31786970474795
667,0730-KOAVE,0.3176006707243969
3241,1482-OXZSY,0.3176006707243969
382,2475-MROZF,0.3176006707243969
2898,0701-TJSEF,0.3171685573687686
2574,4465-VDKIQ,0.31685185950889666
3293,0365-GXEZS,0.31685185950889666
1578,2023-VQFDL,0.31685185950889666
577,4718-DHSMV,0.3166848023727512
1199,5035-BVCXS,0.3166848023727512
4311,9873-MNDKV,0.3166848023727512
4550,3413-CSSTH,0.3165832871383981
2005,0484-JPBRU,0.3165832871383981
4432,5025-GOOKI,0.3161519166940954
729,3318-ISQFQ,0.3161519166940954
4090,8457-XIGKN,0.3161519166940954
3368,0599-XNYDO,0.3161519166940954
4614,6726-WEXXK,0.3160634122853465
3369,6377-WHAOX,0.3130172142609895
1045,8785-CJSHH,0.3130172142609895
3751,7074-STDCN,0.3125884803897565
4834,2978-XXSOG,0.3118391477004969
3066,6917-YACBP,0.3117521332072179
4379,6888-SBYAI,0.3114112959665195
1945,2792-LSHWX,0.3114112959665195
5077,9108-EJFJP,0.3114112959665195
4043,7794-JASDG,0.3114112959665195
2575,2921-XWDJH,0.31132434684907745
3195,5325-UWTWJ,0.31131070103463443
4004,2455-USLMV,0.31131070103463443
1261,6303-KFWSL,0.3110507837901429
4674,8735-DCXNF,0.310883246798602
2188,6898-MDLZW,0.3104047204505431
3774,7621-VPNET,0.3103043041454667
2635,2227-JRSJX,0.30987760999922304
1539,4137-BTIKL,0.3098232956208198
1910,7145-FEJWU,0.3092742297853981
4444,1689-YQBYY,0.3092742297853981
2787,8800-JOOCF,0.3092742297853981
2021,7693-QPEFS,0.30804290605705414
3902,9708-KFDBY,0.30786876524053336
734,3717-OFRTN,0.30786876524053336
1597,1895-QTKDO,0.30786876524053336
4254,3090-QFUVD,0.30786876524053336
2038,1194-SPVSP,0.30786876524053336
415,2654-VBVPB,0.30786876524053336
3738,1746-TGTWV,0.30786876524053336
3190,2700-LUEVA,0.30786876524053336
3344,2607-FBDFF,0.30786876524053336
2216,2209-XADXF,0.30786876524053336
3115,7926-IJOOU,0.30786876524053336
1954,8562-GHPPI,0.30786876524053336
3346,6728-WYQBC,0.30786876524053336
3126,2542-HYGIQ,0.30786876524053336
22,7310-EGVHZ,0.30786876524053336
2186,2576-HXMPA,0.30786876524053336
3349,6145-NNPNO,0.30786876524053336
4541,2220-IAHLS,0.30786876524053336
2838,6710-HSJRD,0.30677721036822597
615,4220-TINQT,0.30677721036822597
2372,0585-EGDDA,0.30635321194538434
4138,9115-YQHGA,0.30635321194538434
3068,4223-WOZCM,0.30614032971841443
1807,9050-IKDZA,0.30614032971841443
2177,3987-KQDDU,0.30535278684039513
2805,3620-MWJNE,0.30518908400080336
2102,0541-FITGH,0.30518908400080336
1099,6416-YJTTB,0.3046669174105057
3839,6202-JVYEU,0.3044100953044027
3714,3955-JBZZM,0.3043571385752709
3419,6112-KTHFQ,0.3041937357660808
3781,0620-DLSLK,0.3041937357660808
3429,5701-ZIKJE,0.3041937357660808
5002,7562-UXTPG,0.3041937357660808
4328,6131-JLWZM,0.3041937357660808
2719,2842-BCQGE,0.30409444268771724
3232,8212-CRQXP,0.30367252786743293
2127,0428-IKYCP,0.30367252786743293
1952,4391-LNRXK,0.30367252786743293
1418,4623-ZKHLY,0.30367252786743293
2317,5924-IFQTT,0.30307592384072524
206,3179-GBRWV,0.3024285878641074
3665,2303-PJYHN,0.30168632418888447
2381,6817-WTYHE,0.30168632418888447
3798,7017-VFULY,0.30168632418888447
3799,5562-YJQGT,0.30168632418888447
3422,9426-SXNHE,0.30168632418888447
5036,5916-QEWPT,0.30168632418888447
3084,4553-DVPZG,0.30060716898123424
850,8807-ARQET,0.30018800545710667
580,8728-SKJLR,0.30018800545710667
563,3966-HRMZA,0.2999775546372808
1933,1550-EENBN,0.2996174029936
749,0929-HYQEW,0.29903720521077115
3015,0641-EVBOJ,0.29903720521077115
1832,1212-GLHMD,0.29903720521077115
1742,2616-UUTFK,0.2989388721592749
4972,9003-CPATH,0.29863241611424535
2176,5311-IHLEI,0.29852104197785456
1394,8069-YQQAJ,0.2980533140165572
4200,8204-TIFGJ,0.2975381281927802
1114,9314-IJWSQ,0.2969484364963035
2775,6674-KVJHG,0.29671732239804716
464,9396-ZSFLL,0.2965040998481581
2222,0516-QREYC,0.295842900271211
4591,5331-RGMTT,0.2957451744368504
5088,9398-MMQTO,0.29557501606012887
3538,7808-DVWEP,0.29557501606012887
2382,3082-VQXNH,0.29557501606012887
880,3916-NRPAP,0.29557501606012887
3090,2027-WKXMW,0.29450850192143224
4263,7233-DRTRF,0.29450850192143224
4271,3570-YUEKJ,0.2940942664230001
1976,1855-CFULU,0.2938862936317235
3915,6078-VESFR,0.29337530017591157
4365,5828-DWPIL,0.2932862897370838
3196,3969-GYXEL,0.29311695726799486
4437,9714-EDSUC,0.2929570477061683
4829,9626-WEQRM,0.2929570477061683
591,2202-OUTMO,0.2928598786838099
4724,1422-DGUBX,0.29260882109562475
1783,3503-TYDAY,0.29255705390410813
3339,4860-IJUDE,0.29244700079826
630,6549-NNDYT,0.29244700079826
1756,9314-QDMDW,0.2921961509017435
5111,9364-YKUVW,0.2919848284136701
1372,0523-VNGTF,0.29190100403340064
3395,3932-IJWDZ,0.2918878487358147
3872,6233-HXJMX,0.2918878487358147
4014,1833-TCXKK,0.2918878487358147
2437,2229-VWQJH,0.2914757763746344
1415,3221-CJMSG,0.2914757763746344
704,7567-ECMCM,0.2914757763746344
348,6614-VBEGU,0.2914757763746344
1568,1379-FRVEB,0.2908931241999041
485,8404-VLQFB,0.2908931241999041
811,9578-FOMUK,0.2908931241999041
682,3956-CJUST,0.2902609718218126
1226,4403-BWPAY,0.28999812344657583
3160,8189-XRIKE,0.2899597324486805
4872,2108-GLPQB,0.28994662881556316
3654,3446-QDSZF,0.28953617641501334
2512,9618-LFJRU,0.28953617641501334
5152,0666-UXTJO,0.28929403895251776
3689,2067-QYTCF,0.28848252849395534
86,5712-AHQNN,0.28807330782622037
1714,4238-JSSWH,0.28777168845882883
1721,3113-IWHLC,0.28694990709089746
5031,8217-QYOHV,0.28694990709089746
1066,2958-NHPPS,0.28614720524412113
979,6475-VHUIZ,0.28614720524412113
2396,3890-RTCMS,0.28598955967724515
2655,7011-CVEUC,0.2854867453300916
3445,8780-RSYYU,0.2854867453300916
4803,4923-ADWXJ,0.2854867453300916
690,4824-GUCBY,0.28494567750811256
489,1140-UKVZG,0.2844776378925123
2103,6985-HAYWX,0.2839764245222173
4099,8023-QHAIO,0.28373707974796303
4823,2159-TURXX,0.283571048382976
1119,1925-GMVBW,0.283571048382976
208,4130-MZLCC,0.283571048382976
2839,3675-EQOZA,0.283571048382976
2298,0867-LDTTC,0.283571048382976
1350,6908-VVYHM,0.2825304756098743
2570,7673-LPRNY,0.28162686360049827
2138,9522-ZSINC,0.2802748084878596
2049,2770-NSVDG,0.28022435897481185
3345,1100-DDVRV,0.2800686962479663
2322,6029-CSMJE,0.2800686962479663
3866,6261-LHRTG,0.2795722157248516
4670,1025-FALIX,0.2795722157248516
540,1853-ARAAQ,0.2795722157248516
325,2320-SLKMB,0.2795722157248516
2765,4415-WNGVR,0.2790882985094241
4761,3094-JOJAI,0.27857586343517765
1255,4918-FYJNT,0.2784943743778984
748,6419-ZTTLE,0.27814399866109957
551,1173-NOEYG,0.2780810070874007
2828,1194-HVAIF,0.2780810070874007
2488,2883-ILGWO,0.27784470306048925
3359,7787-BNTZM,0.277680782961809
2410,9620-ENEJV,0.277680782961809
598,4257-GAESD,0.277680782961809
4022,9970-QBCDA,0.277680782961809
2788,1469-LBJQJ,0.27665347812298147
1953,8250-ZNGGW,0.2765010356548978
4235,5539-HIVAK,0.2764530086734449
2190,9357-UJRUN,0.27576143799810365
3616,1394-SUIUH,0.2750785269580393
3253,3714-XPXBW,0.27506583530185424
5073,9609-BENEA,0.27482410346793534
3177,7504-UWHNB,0.274376986767011
1891,5843-TTHGI,0.27422333471128496
3667,1237-WIYYZ,0.27422333471128496
2461,5366-OBVMR,0.27422333471128496
3977,5118-MUEYH,0.2741299702324538
4974,7956-XQWGU,0.2737332764145744
902,0872-JCPIB,0.2731933290057977
1368,3537-RYBHH,0.2729596079584836
2332,6429-SHBCB,0.2727498550056423
2565,4840-ORQXB,0.27266942604454175
4531,0118-JPNOY,0.27256397181474235
4285,9112-WSNPU,0.2722740529867698
1590,6635-CPNUN,0.2722614421273933
4129,6847-KJLTS,0.27202821993229254
2963,1329-VHWNP,0.27186643952509076
3578,8993-IZEUX,0.27186643952509076
423,7319-VENRZ,0.27186643952509076
4680,5309-TAIKL,0.27186643952509076
1942,0880-FVFWF,0.27178144494775025
2674,9819-FBNSV,0.27163342939707386
1397,9281-PKKZE,0.27045886113724177
530,8329-UTMVM,0.2702180044830157
712,0851-DFJKB,0.2695301056721559
2319,8903-WMRNW,0.2695301056721559
2649,9552-TGUZV,0.26937816024883837
2659,3038-PQIUY,0.26928583333604506
1222,1171-TYKUR,0.26899811196812956
2600,5206-HPJKM,0.26889355268454945
2170,3352-ALMCK,0.26884635607240986
4013,7109-MFBYV,0.2686060963811076
5145,4501-VCPFK,0.2686060963811076
4495,5438-QMDDL,0.26845448042395703
1669,3126-WQMGH,0.26836235381098933
5049,3452-SRFEG,0.26836235381098933
3795,7622-NXQZR,0.26797092508811615
966,4945-RVMTE,0.26797092508811615
5134,5981-ZVXOT,0.26789062483899645
3391,2432-TFSMK,0.26656760015590214
1931,6481-ESCNL,0.266518704286244
1452,7967-HYCDE,0.2661289865286037
3779,4188-FRABG,0.2660451302828995
2743,8468-EHYJA,0.2660451302828995
5137,0376-OIWME,0.2656558542026295
3830,3001-UNBTL,0.2653484254668509
718,2826-DXLQO,0.26498031354453233
3881,5419-JKZNQ,0.26493355489116244
3341,0423-UDIJQ,0.2645453190277644
917,0096-FCPUF,0.26406162020335533
1055,6439-LAJXL,0.26367420374469647
2679,5186-EJEGL,0.26367420374469647
845,2460-NGXBJ,0.26289055973054576
4197,7072-MBHEV,0.26289055973054576
138,4827-USJHP,0.26276304833410463
533,7929-DMBCV,0.26276304833410463
3059,7733-UDMTP,0.2626845005854636
2540,0468-YRPXN,0.2622860691034989
531,3014-WJKSM,0.2622860691034989
202,3197-ARFOY,0.2616237242411872
282,5686-CMAWK,0.261526306137449
4498,1228-ZLNBX,0.2613289752340694
2212,2207-QPJED,0.2608659499923398
2074,4360-QRAVE,0.2608659499923398
4743,7727-SHVZV,0.2604693024064342
2895,5396-IZEPB,0.2604693024064342
4865,2791-SFVEW,0.2604693024064342
1908,7748-UMTRK,0.2596994669707343
720,9489-UTFKA,0.25933642532901907
1399,7459-IMVYU,0.25857837535601746
50,7410-OIEDU,0.2580483680467001
4334,2709-UQGNP,0.2580483680467001
824,8461-EFQYM,0.2577265106960981
2094,6988-CJEYV,0.25767866677065876
1984,5213-TWWJU,0.25729734095212664
2479,3623-FQBOX,0.2571498639852293
1164,2782-JEEBU,0.2571498639852293
1198,9504-DSHWM,0.2561613533290223
4759,4726-DLWQN,0.2559370723363537
1375,7064-FRRSW,0.2557062215167064
511,8040-MNRTF,0.2553563593074032
378,1135-LMECX,0.2553563593074032
